Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
-349581893.016851,1.0437035355753153,-0.017517359752298654,-4.0032809844881e-07,1.378685568344945e-06
-349581636.816832,1.0436969019149998,-0.017516786169592263,1.1615363813000101e-06,1.092824694209904e-06
-349581425.616851,1.0436919891733973,-0.017516846076419425,2.3805796112164046e-06,3.193753959386536e-07
-349581186.816859,1.0436838242380666,-0.017517925840909117,4.675928260144957e-07,-1.5705259287027151e-06
-349579941.816853,1.0436620601917703,-0.017512384231980878,-2.862231889277922e-07,-2.2062101657366329e-07
-349579704.216854,1.0436603083749783,-0.017512297303306303,-1.7707561195123844e-07,-9.103127253350107e-07
-349597473.216833,1.0444861024034828,-0.017517701098321785,9.062508439239281e-07,-8.467344300641666e-07
-349597266.216829,1.0444878369623742,-0.017517871956134894,8.114291289995634e-07,-7.848513737078455e-07
-349597082.61686,1.0444881149426337,-0.017517847878060374,-1.988269384689545e-07,-5.350897364607421e-07
-349596898.416853,1.0444899650800255,-0.017518274035148676,6.878515990127454e-07,-7.173928783937855e-07
-349596706.416848,1.044489794356668,-0.01751834461692818,-1.234831426000227e-07,-5.160315347668698e-07
-349596545.616835,1.0444905825251243,-0.0175188121757509,4.229554215751108e-07,-7.425328974949852e-07
-349596353.616831,1.044489159561776,-0.01751915327100824,-9.262375046947824e-07,-7.807250693298018e-07
-349596168.21683,1.0444903760208175,-0.017519596635374734,7.457165602797744e-07,-9.168882151404378e-07
-349595984.016824,1.044489273729732,-0.01752011779360957,4.791742773679886e-07,-1.1194212530818426e-06
-349595780.616841,1.0444872782104782,-0.017520294361938745,-1.3967699508121711e-07,-9.297182805255433e-07
-349595583.216825,1.044485250151146,-0.017520681188719044,-3.669712944631698e-07,-9.477481415984257e-07
-349595410.416837,1.044483955672316,-0.01752144931679724,2.9719990313203937e-07,-1.3831996967979265e-06
-349595215.416849,1.0444803451945275,-0.017521425417405805,-6.680522277591194e-07,-9.739130778993466e-07
-349593777.216844,1.0444457128992573,-0.017522670000895336,-1.1418981882282964e-06,8.346697132552428e-07
-349593278.616853,1.0444265690976744,-0.017523648876555074,-2.371512809906662e-06,9.430392214140881e-07
-349593063.216855,1.0444192237059762,-0.017524303827435275,-1.0270235253351245e-06,7.529433778998007e-07
-349592897.016831,1.0444129239668605,-0.017524037108432627,-2.3641850721567437e-07,1.3747590919162278e-06
-349592784.216839,1.0444072598737466,-0.01752477128094674,-8.994295157549459e-07,8.793777379820233e-07
-349592687.61684,1.0444027486075245,-0.017524979687186838,-1.0077426433330317e-06,8.738341445643782e-07
-349592609.016824,1.0443999183444914,-0.01752541491584254,-1.74430992316843e-07,6.024455457172284e-07
