Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
-629286229.5482339,3.0905078273812436,0.039611335332731167,-2.6062422677775032e-06,-7.405171822752465e-07
-629285843.0810328,3.090507998989452,0.03961331211313755,-1.3927155815274261e-06,3.193880874080568e-07
-629285552.3450327,3.09050684914113,0.03961231178088971,-1.7434188270826212e-06,-1.3624295894104632e-06
-629284888.1882335,3.09050535169273,0.03961484937347129,-1.3657811659406605e-06,-3.5489041935732324e-07
-629284584.0602324,3.090502685650571,0.03961515251203064,-3.1501223096697117e-06,-7.399397853186107e-07
-627390778.0532992,3.0728614658892264,0.04110823681501912,-1.9836426630170934e-06,-8.06422079731306e-07
-627390411.112499,3.072857927714033,0.04110799913686668,-1.8960400778311737e-06,-1.7298677220806136e-06
-627390151.826098,3.0728543058016062,0.04110850193356267,-2.942238357839244e-06,-1.7042998358904327e-06
-627389638.1780989,3.0728494500489862,0.04110965928859154,-2.661978432794143e-06,-1.4743471843589595e-06
-627389388.9140987,3.072847613491899,0.041109878464737536,-1.990049450562026e-06,-1.6965929445014738e-06
-627389239.2692988,3.072846536983606,0.041110352812241104,-1.5555448480419898e-06,-1.4845394898585496e-06
-627221831.6660575,3.0703366233194838,0.041010336469415154,-1.5459607243251128e-06,-3.369572587674785e-06
-627132167.1284347,3.0695822568686775,0.04128038444244312,-2.6851692647156256e-06,-5.351447121756947e-07
-627131798.1140357,3.069577189590796,0.04128038843525924,-2.375168124402194e-06,-4.277422745238568e-07
-627131628.5972356,3.069575197073105,0.04127896033441712,-1.8892721871388574e-06,-1.8040232529076272e-06
-627131209.7300345,3.0695680422740046,0.04127903267702668,-2.8979439146148422e-06,-1.592027230740145e-06
-627130999.8644345,3.069566006095182,0.04127953010903833,-1.8429263684005548e-06,-1.0184281901831627e-06
-627130760.9684355,3.069562332227054,0.041279788701032896,-1.9884474955489395e-06,-6.681158645077678e-07
-626870082.664375,3.0659810600241806,0.04138856291112726,-3.3588514107840695e-06,1.6197856590738358e-07
-626529762.654701,3.0607948649879884,0.04136557142523171,-7.166402320457621e-07,-1.194598450791895e-06
-626529528.3379009,3.0607929905701483,0.041366244869580245,5.837282968101931e-08,-1.0494214392406387e-06
-626529348.7987019,3.0607918048433596,0.04136770242583984,8.966050581982188e-07,2.194002479694035e-10
-626528750.4787017,3.0607829197925547,0.04136812096562645,-1.2816405066118364e-06,-9.60260833321458e-07
-626528391.4003006,3.0607804287536644,0.04136930421393315,2.2431422230795306e-07,-6.19067708422516e-07
-626528181.9667006,3.0607776820759844,0.04136888692007617,-2.0079039897424877e-07,-1.532475316597115e-06
-624892512.2896445,3.0354557385518786,0.041919992965098234,2.8888123493331364e-06,-3.7584916802793633e-06
-624892381.4800444,3.035448991354592,0.04192024234925707,-1.7752161367567965e-06,-3.5394357922255426e-06
-624890575.3744452,3.035422263975786,0.04192337574760518,-7.349681707680134e-08,-9.976942614356443e-07
-624890290.1680452,3.0354180816406466,0.04192208154768474,1.7644497907198797e-07,-2.4148780471897058e-06
-624889873.3744451,3.0354101722081843,0.04192045036751786,-1.28382348574263e-06,-4.240315782097492e-06
-624550333.9888105,3.0304987547450755,0.042248626298463265,-7.571598463762541e-07,6.165367677501976e-07
-624550019.8384104,3.0304954318621657,0.04224881830843388,3.848243528281614e-07,4.6767627739918716e-07
-624549840.2992094,3.0304920751175004,0.04224890591386502,-4.12326095489135e-07,3.6472709866869346e-07
-624549391.5376104,3.030484853968288,0.042248793281085245,-1.210612981417114e-06,-2.1065394792407766e-07
-624549132.2512094,3.030481234216492,0.042250219734009255,-1.1029977096121968e-06,9.572574141483714e-07
-624548582.7472093,3.030473852163494,0.042250296423981835,-5.460701393289469e-07,5.074054837614361e-07
-624547092.0016102,3.030453724130069,0.04224969721306968,1.1344945627378422e-06,-1.37376103472725e-06
-624547033.1632102,3.0304508264936967,0.04225073301279357,-8.942539224676693e-07,-3.8416443305655523e-07
-624546613.8640101,3.0304464490912255,0.042249709203323,9.381374765915496e-07,-1.7275641572209177e-06
-624546565.4800091,3.03044319692043,0.04225119929902365,-1.5954548944208113e-06,-2.732557179488393e-07
-624546193.009609,3.030438264793646,0.04225109262460788,-9.818601123257054e-07,-6.478698099388058e-07
-624546083.368009,3.0304377700931426,0.042252236369411215,1.6059940799451056e-07,4.1955207296523467e-07
-624545888.79521,3.0304360189960806,0.04224989060563914,1.3201137498697335e-06,-2.0588024883458345e-06
-624545868.92321,3.0304349723625292,0.04225084886504368,5.711241306549653e-07,-1.1138793225839994e-06
-624545721.784009,3.0304327311202583,0.04225036709120551,5.3592620963272e-07,-1.6932146412046434e-06
-624545676.942409,3.030431117507153,0.04225154004108911,-4.046155512860139e-07,-5.495822358314584e-07
-624545474.93921,3.0304284484224024,0.042253508990990986,-3.7204675784607844e-08,1.2897013590210116e-06
-624545465.003209,3.0304276949693794,0.0422514143961857,-6.41113377053415e-07,-8.111698862958705e-07
-621794057.4352145,2.9914550958517068,0.04157254954781177,-4.847050760758975e-09,1.1397042622013354e-06
-621793773.1792145,2.9914535331843686,0.04157123397358004,2.5283325122416045e-07,-6.96931311598703e-07
-619547628.9235668,2.9763046610716297,0.04060038325064903,5.840940944246142e-07,-4.132533483608425e-07
-619547329.7203658,2.9763030060723006,0.040600201032490624,1.125141015911879e-06,2.79176922246549e-07
-619547080.4563669,2.976301436115056,0.0405987204866639,1.392686144630062e-06,-4.678545845251958e-07
