Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
479768655.5375614,2.3099276107254076,0.013694106940756562,5.463808991912344e-07,-5.530815061546152e-07
479769719.1215615,2.309914318697241,0.013692936103825727,3.865871995856196e-07,-4.794892357485453e-07
479770773.2015607,2.3099016126985332,0.013691735129339903,6.641053325040502e-07,-4.384172723262414e-07
479771828.14556175,2.309888267902259,0.013690498396594915,2.787703996531832e-07,-4.249280404801381e-07
479853010.4495701,2.308959158896695,0.013616500899960606,8.589117506119237e-08,-7.063161797452033e-08
479854091.31356925,2.3089462012375055,0.013615179432890371,-1.2792644055181768e-07,-1.4637532197089853e-07
479855175.6335704,2.308933882357336,0.013613893634142591,3.11113280915265e-07,-1.7067651444588328e-07
479856259.9535704,2.308920897436382,0.01361266532195662,5.34557287323878e-08,-1.2725765061519234e-07
507945108.312901,3.03342159171446,0.017397842853971664,-8.348528091062235e-08,2.9005254028463545e-08
507946129.5609013,3.0334026403894354,0.01739869679356422,-2.4664442754840366e-07,-2.093181337980976e-08
507947150.8089006,3.0333839173231234,0.017399754811491017,-1.6532522195689126e-07,1.402585307758164e-07
507948178.1049019,3.0333650903055105,0.017400503995606005,-6.343484404425226e-08,-6.918520194243438e-09
