Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
344959731.59120893,-0.09870918669668258,-0.03170199415742114,2.4621111661959905e-07,1.1077888367738709e-06
344966095.8152108,-0.09860817772077071,-0.03169334460417424,2.3109774695273533e-07,5.210463416699396e-07
345048342.56723547,-0.0972363417177969,-0.03159150950015334,4.357349507599917e-08,-1.5972611301651174e-07
345052518.27923775,-0.0971667048543452,-0.031584097797167,9.139959690901422e-07,1.010029552307723e-06
443470657.328474,1.8123109618961106,0.008936053531396758,-1.173534658338582e-07,-7.434761889642261e-08
443474320.68847615,1.812229591819186,0.00894318326102982,4.49899140164689e-08,-1.4049633946175422e-07
443477941.71247727,1.8121489373689779,0.00894990271614586,-1.4390219282844896e-07,-3.121187791138569e-07
443481514.35247743,1.812069613040468,0.008956763155472548,-3.396436163427552e-07,-6.383883067659357e-08
443485143.1524795,1.811989624740386,0.008963557156823138,-3.4794110859159844e-07,1.617902114121883e-07
443488783.1844807,1.8119104020888201,0.008969458500987848,1.566723746293519e-07,-4.2879038941734393e-07
443565925.4245039,1.8102536624600094,0.009125892413678546,-1.9344753665606618e-07,-1.963772868901481e-07
443568140.72050464,1.8102048123203238,0.009130598150453438,-5.626983052842149e-07,5.237436433089271e-07
