Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
406831208.0468979,1.2710630387363888,-0.0069335603180288,1.3743135027777242e-06,3.517099030378272e-06
406832405.55089813,1.2710383975912394,-0.006934813566146164,1.164788749008494e-06,1.8897295726624103e-06
406833404.3348984,1.27101582517622,-0.006935841929155608,-9.884565546069979e-07,5.586715881335247e-07
441324386.2877692,1.864535601748411,-0.007210352893070754,-4.133890494362191e-07,1.1402610604113045e-06
441325741.0397706,1.864490771744914,-0.007210588562207444,-2.1821706015501263e-06,-3.244927953907628e-07
441327678.99177027,1.8644339031984865,-0.007206955072030319,2.469625768997119e-06,1.5845161590250303e-06
