Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
544493574.2096587,-2.849124333519574,0.014896645502477622,-2.856305277632032e-06,-4.79709571045428e-07
544494935.8736588,-2.8491552295928315,0.014897487728161508,-3.9224283820971095e-08,-3.847500474433996e-07
544496260.3856598,-2.8491860141424494,0.014899950458441757,1.934440770678947e-06,1.3278656932121796e-06
544497583.1696588,-2.8492193984771346,0.014899236593794957,1.2242956657360082e-06,-1.603023987266361e-07
