Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
369869535.87840277,0.6678378476966493,-0.014098850843382605,-1.3340218711910268e-06,1.5348963717572855e-06
369871073.7984026,0.6678180517149765,-0.014097768792735799,-1.1767606140633546e-06,1.7813165481880139e-06
369872611.7184025,0.6677987697161473,-0.014097372894720657,-4.835553480964094e-07,1.367203774886236e-06
370559064.9023627,0.6578025387831833,-0.013894238759310115,-1.4390861866608873e-06,1.4473822689854698e-06
370560601.0943626,0.6577757643392195,-0.013893796557093357,-1.6799513793408494e-06,1.1560606118787842e-06
370562137.28636354,0.6577491467000539,-0.01389289542177745,-1.7468729424097162e-06,1.3503083837306668e-06
374766992.0067616,0.5641667471197449,-0.013458439529539973,-1.196761071242669e-06,2.5197972007666436e-06
374767677.15876275,0.5641530363289133,-0.013458593372682645,-7.620593691637367e-07,2.2065433456872757e-06
374769304.0707621,0.5641192583608272,-0.013457611638021979,-8.860077082006867e-07,2.7947848509606715e-06
374769989.2227623,0.5641047118813649,-0.013457976263085288,-1.2336278868430028e-06,2.2591693289702314e-06
374772928.55076295,0.5640440150015977,-0.01345800104576255,-8.631041067408418e-07,1.477907999321293e-06
374773612.8387641,0.5640298011739557,-0.013457454657548051,-8.28795262086679e-07,1.8453094641768253e-06
