Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
476686776.1769722,2.371740674132904,0.01630403520944365,-6.935470397984034e-07,2.308846394488695e-06
476687157.2009723,2.371733141339903,0.016300154719958618,1.5906295094403333e-06,-1.229731044091742e-06
476688376.30497265,2.3716996449438006,0.01630237579621678,-5.115046315395944e-07,2.0936624395700987e-06
476688757.32897174,2.371691533012919,0.016300346189489928,1.1832049677806822e-06,4.109484774521277e-07
476689976.4329721,2.3716584710842343,0.016301179588720828,-5.219766139319404e-07,2.360702602878517e-06
476690357.4569722,2.3716511678616197,0.016298895067298112,1.968351677206215e-06,4.2685595560282286e-07
476766293.5529932,2.3697415600108123,0.016248147178470534,-2.1950297455219925e-06,-2.9156044381584145e-07
476767816.78499365,2.3697026725441344,0.016246671591706806,-1.914399300861902e-06,-4.936664997692852e-07
476769340.880994,2.3696637851739566,0.016245196461550017,-1.6079951596914555e-06,-6.610243327917487e-07
476770532.33699435,2.3696327792310083,0.016244150697391324,-1.9791054839402022e-06,-6.630652731876019e-07
476770608.36899334,2.3696335290367214,0.016246416369064567,7.253609179969089e-07,1.6698048388684439e-06
476772132.4649938,2.369592419657603,0.016242724632946966,-1.2125955524133758e-06,-6.610416870486691e-07
476772208.4969938,2.36959198612749,0.016244112977275738,3.073690724164635e-07,7.95848252466147e-07
476773731.7289952,2.3695507323220917,0.016240884540804416,-1.8265056080934983e-06,-1.0476265801494244e-06
476773808.6249952,2.3695514821710044,0.016243150192602984,8.972619851554953e-07,1.2884929678318169e-06
477374175.44114566,2.3547592068213157,0.015802793211910682,-2.0386797539018175e-07,2.7730810141408935e-06
477375698.673146,2.354721686007197,0.015801903274129732,-3.0064626432846353e-07,3.382686709692273e-06
477377501.8411464,2.3546801366243937,0.015795209436463245,2.404870755867705e-06,-1.5072405886024098e-06
477458109.5851667,2.352755898222228,0.01573594264506507,5.257412372117187e-08,1.3832893933744816e-06
477460242.8011672,2.352705197667102,0.01573305680078128,1.2950498953223644e-06,5.735625266782562e-07
477462376.01716673,2.3526526000719876,0.015731617963142992,5.916864456168014e-07,1.2629043488268654e-06
484448059.6653437,2.3347698357280025,0.009902938649277286,2.3233577501891034e-06,4.828282973590864e-07
484449278.76934344,2.3347905551253283,0.009901578168994092,-2.668561730700958e-06,1.2318788780892043e-07
484450497.8733433,2.334817573601216,0.00989856906049162,-1.4117326418983112e-06,-1.8863326451557666e-06
